Year,Order,Level,Award,Name,Citation,County
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Dr Geoffrey William BOWEN ,"For services to the Langdale Ambleside Mountain Rescue Team, Cumbria.",Cumbria
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Councillor Robert George BOYCE ,"Councillor, Maldon District Council.  For services to Local Government.",Essex
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Jennifer Susan BOYD ,"Headteacher, Rosewood Special Free School, Southampton.  For services to Special Education.",Hampshire
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Maureen Frances BOYLAN ,"University Secretary, University of London.  For services to Higher Education.",Buckinghamshire
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Paul Joseph BRADLEY ,"Business Strategist for Detained Fast Track, Asylum Casework Directorate, Home Office. For services to Equality and Diversity.",Nottinghamshire
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Emma Jane BRIDGE ,"Administrative Officer, Border Force. For services to Border Security.",Berkshire
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Lorraine BROCKHURST ,"Work Experience Co-ordinator, Worthing, HM Revenue and Customs. For services to Young People in the Workplace.",West Sussex
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Margaret BROCKIE ,For services to the community in Bolton and to Carriage Driving through the Riding For Disabled Association in North West England.,Greater Manchester
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Anne BROOME ,"Private Office Business Manager, Department for Transport. For services to Transport.",Berkshire
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Colonel Jeremy John BROWN ,"Head of Operations and Security, HM Tower of London.  For services to World War One Commemorations.",London
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Philippa Ann BROWN ,"Policy Adviser, Motor Insurance, Department for Transport. For services to Transport.",London
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr James BULLAR ,"Head of Nautical Studies, London Nautical School.  For services to Maritime Education and voluntary service to Maritime Safety.",Kent
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Eileen BURBIDGE ,"Partner, Passion Capital. For services to Business.",London
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Edward Arthur William BURNELL ,For voluntary and charitable services.,Devon
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Ian Doyne Malcolm BURNS ,"Lay Observer, South East Region.  For services to People in Custody.",Kent
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Amanda Jane BUTCHER ,"Director, RAF Cosford Airshow and Trustee/Director, Association of Sail Training Organisations. For charitable services.",Wiltshire
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Rosemary Mantia CAMPBELL-STEPHENS ,"Educator, Consultant, Equality and Diversity Leader and Leadership Trainer.  For services to Education.",West Midlands
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Patricia CARROLL ,"Operations Manager, Peterlee Contact Centre, HM Revenue and Customs. For services to Taxpayers and voluntary service to Education in Hartlepool, Co. Durham.",Durham
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Jacqueline CARTER ,"Corporate Support Office, Department for International Development. For services to Public Adminstration.",Essex
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr James Anoren CHALMERS ,"President, Football Safety OfficersÕ Association.  For services to Safety at Sports Grounds.",Warwickshire
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Elizabeth Ann CHAMBERS ,"Lately District Chairman, Sea Cadet Corps. For voluntary service to the Sea Cadet Corps on Teesside.",North Yorkshire
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Suzanne CHAMBERS ,"Partnership Headteacher Tutor, University of Cumbria, Lancashire.  For services to Education.",Lancashire
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Sam Moi CHAN ,"Chair, Hua Xian Chinese Society.  For services to Community Cohesion.",Lancashire
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Elizabeth Anne CHAPMAN ,"Director of Library Services, London School of Economics and Political Science.  For services to Higher Education and Libraries.",London
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr John Charles CHAPMAN ,"Senior Executive Officer, Ministry of Defence. For services to Defence Infrastructure.",Merseyside
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Peter Richard CHAPMAN ,For services to St Paul's Cathedral and to charity in London.,Surrey
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Dr Helen CHATTERJEE ,"Senior Lecturer, Biosciences and Head of Research and Teaching, Public and Cultural Engagement, University College London.  For services to Higher Education and Culture.",London
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Zia Uddin CHAUDHRY ,For services to Interfaith Relations in Merseyside.,Merseyside
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Amir Aziz CHEEMA ,For services to Young People through the Scout Movement.,Bristol
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Robert John CHURCH ,Angler.  For services to Angling.,Northamptonshire
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Dorothy Alma CLARK ,For services to Education and to the community in Surrey.,Surrey
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Malcolm COATES ,"Head of ICT, Prime Minister's Office. For services to IT Modernisation in the Public Sector.",London
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Cecily COBURN ,"Foster Carer, Lincolnshire. For services to Children and Families.",Lincolnshire
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Charles COBURN ,"Foster Carer, Lincolnshire. For services to Children and Families.",Lincolnshire
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Jill CODDINGTON ,For services to Social Housing Residents and the community in Peterborough.,Cambridgeshire
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Dr Laura Jane Rachel COHEN ,"Chief Executive, British Ceramic Confederation.  For services to the Ceramics Industry.",Greater Manchester
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire, Clare COLLINS ,"Lately Chair of Governors, Weyfield Primary Academy, Surrey.  For services to Education and School Governance.",West Sussex
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Edward Herbert COLLINS HONORARY ALDERMAN WYCOMBE DC;MAYOR OF HIGH WYCOMBE,"For services to the community in High Wycombe, Buckinghamshire.",Buckinghamshire
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Janet Rose COLLINS ,"Chair, Millmead ChildrenÕs Centre Partnership Ltd, Kent. For services to Children and Families.",Kent
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Michael John COLLINS ,Clarinettist. For services to Music.,Surrey
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Michael John COLLINS ,"For services to the community in Boroughbridge, North Yorkshire.",North Yorkshire
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Benjamin COLSON ,"Lately Bus Operator, Norfolk Green.  For services to the Economy and the community in Norfolk.",Norfolk
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Christine CONDER ,Community Network Volunteer.  For services to Superfast Broadband in Rural Communities.,Lancashire
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Christine Jane COOK ,"Lately School Inclusion Manager, Hayes Primary School.  For services to Special Educational Needs and Disabilities.",London
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Jean COOPER ,For services to the Civil Service Retirement Fellowship.,Kent
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Peter Samuel Wilfrid Hunter COOPER ,For services to Broadcast Journalism in Northern Ireland.,Belfast
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Robert COOPER ,"For services to the community in Lullington, Derbyshire.",Derbyshire
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Lloyd Anthony COWAN ,"Lead Sprint Coach, UK Athletics. For services to Athletics.",London
